,BER
0,0.1835375
1,0.1630125
2,0.141425
3,0.1194625
4,0.100325
5,0.078775
6,0.061975
7,0.04303125
8,0.029818749999999998
9,0.018625
10,0.0107125
11,0.0050999999999999995
12,0.00253125
13,0.00099375
14,0.00038125
15,0.0001625
