,BER
0,0.198875
1,0.17321875
2,0.144140625
3,0.121328125
4,0.09778125
5,0.075046875
6,0.055140625
7,0.0370625
8,0.024703125
9,0.01625
10,0.009984375
11,0.00646875
12,0.00471875
13,0.00278125
14,0.002046875
15,0.00165625
