,BER
0,0.199078125
1,0.17446875
2,0.1481875
3,0.119078125
4,0.095765625
5,0.072734375
6,0.054171875
7,0.03953125
8,0.024296875
9,0.01671875
10,0.00971875
11,0.00715625
12,0.0045625
13,0.002671875
14,0.001984375
15,0.0013125
16,0.00084375
17,0.000671875
18,0.000578125
19,0.000578125
20,0.000515625
