,BER
0,0.1835375
1,0.1620125
2,0.14005625
3,0.119425
4,0.09774374999999999
5,0.08024375
6,0.0611625
7,0.04560625
8,0.03173125
9,0.0206125
10,0.01236875
11,0.00718125
12,0.004200000000000001
13,0.0022125
14,0.0012375
15,0.00059375
