,BER
0,0.1882875
1,0.16768125
2,0.146425
3,0.12758125
4,0.108125
5,0.08934375
6,0.07266249999999999
7,0.0577375
8,0.04376875
9,0.03233125
10,0.0233375
11,0.01825
12,0.01335625
13,0.0090375
14,0.007443750000000002
15,0.00610625
