,BER
0,0.192859375
1,0.16559375
2,0.14809375
3,0.1265
4,0.1036875
5,0.0844375
6,0.067234375
7,0.053765625
8,0.04159375
9,0.034609375
10,0.02546875
11,0.020609375
12,0.0176875
13,0.014890625
14,0.012609375
15,0.011390625
