,BER
0,0.1907875
1,0.1695375
2,0.1483375
3,0.12916875
4,0.10955
5,0.09273125
6,0.07594375
7,0.05892500000000001
8,0.04536875
9,0.0339125
10,0.0247875
11,0.01741875
12,0.01303125
13,0.0096375
14,0.00735625
15,0.006075
16,0.0050375
17,0.004275
18,0.00351875
