,BER
0,0.1836125
1,0.16125625
2,0.14184375
3,0.12060625
4,0.10119375
5,0.08039375
6,0.0605
7,0.044937500000000005
8,0.029775000000000006
9,0.0188125
10,0.0108125
11,0.0056
12,0.00241875
13,0.00123125
14,0.00045625
15,0.0001625
16,6.25e-05
17,3.75e-05
18,3.125e-05
