,BER
0,0.1833125
1,0.157
2,0.130734375
3,0.107765625
4,0.0828125
5,0.0621875
6,0.043390625
7,0.030390625
8,0.018390625
9,0.011703125
10,0.00665625
11,0.004359375
12,0.002578125
13,0.00175
14,0.000875
15,0.000671875
