,BER
0,0.1855375
1,0.163575
2,0.14310625
3,0.12217499999999999
4,0.10105625
5,0.08099375
6,0.063425
7,0.04609375
8,0.0321625
9,0.020575
10,0.01281875
11,0.00693125
12,0.00399375
13,0.0019
14,0.00090625
15,0.000575
