,BER
0,0.176421875
1,0.15496875
2,0.131578125
3,0.106453125
4,0.08309375
5,0.06275
6,0.045515625
7,0.028890625
8,0.019609375
9,0.01228125
10,0.0071875
11,0.004265625
12,0.00278125
13,0.002234375
14,0.001265625
15,0.000828125
