,BER
0,0.18455
1,0.16279375
2,0.1420625
3,0.12200625
4,0.09965
5,0.0796875
6,0.06065625
7,0.0442375
8,0.02988125
9,0.018775
10,0.01080625
11,0.0054625
12,0.0025875
13,0.001075
14,0.00041875
15,0.00015625
16,6.874999999999999e-05
17,3.75e-05
18,1.25e-05
