,BER
0,0.1905625
1,0.16634375
2,0.143
3,0.121625
4,0.09875
5,0.07725
6,0.060421875
7,0.045453125
8,0.036375
9,0.02653125
10,0.01921875
11,0.015609375
12,0.010984375
13,0.01003125
14,0.009078125
15,0.00775
