,BER
0,0.198359375
1,0.17146875
2,0.143453125
3,0.119
4,0.096
5,0.07125
6,0.051640625
7,0.0350625
8,0.024609375
9,0.014703125
10,0.008890625
11,0.005078125
12,0.0033125
13,0.00225
14,0.001375
15,0.000859375
