,BER
0,0.1863125
1,0.16646875
2,0.1394375
3,0.11528125
4,0.091484375
5,0.06809375
6,0.04715625
7,0.0326875
8,0.0203125
9,0.0120625
10,0.00728125
11,0.00471875
12,0.002984375
13,0.00140625
14,0.00109375
15,0.000671875
16,0.00040625
17,0.000375
18,0.0003125
19,0.000359375
20,0.00040625
