,BER
0,0.19846875
1,0.17146875
2,0.143453125
3,0.121953125
4,0.09821875
5,0.07125
6,0.051640625
7,0.0350625
8,0.02515625
9,0.015765625
10,0.009671875
11,0.006625
12,0.0033125
13,0.002484375
14,0.001671875
15,0.000859375
