,BER
0,0.1840375
1,0.162375
2,0.1416
3,0.120025
4,0.10026875
5,0.08026875
6,0.0602125
7,0.04298125
8,0.029493750000000003
9,0.0179125
10,0.01026875
11,0.0050875
12,0.00245625
13,0.000975
14,0.00038125
15,0.000175
