,BER
0,0.19016249999999998
1,0.170075
2,0.15101875
3,0.13045625
4,0.11058749999999999
5,0.0913125
6,0.07478125
7,0.0595625
8,0.0446
9,0.034350000000000006
10,0.02495
11,0.01795
12,0.013443749999999999
13,0.00963125
14,0.007325
15,0.00608125
