,BER
0,0.1819625
1,0.1623125
2,0.14175
3,0.12073750000000001
4,0.09935625
5,0.07936875
6,0.060325
7,0.0426625
8,0.028075
9,0.01775625
10,0.0096125
11,0.00508125
12,0.00215625
13,0.0008500000000000001
14,0.00033125
15,0.00013749999999999998
16,2.5e-05
17,1.875e-05
18,6.25e-06
