,BER
0,0.18499375
1,0.16363125
2,0.14259375000000002
3,0.12054375
4,0.10015625
5,0.08074375
6,0.0626625
7,0.04574375
8,0.03150625
9,0.0209625
10,0.01175625
11,0.007225
12,0.00369375
13,0.00176875
14,0.001075
15,0.00049375
16,0.000275
17,0.00021875000000000003
18,0.00013125000000000002
