,BER
0,0.180046875
1,0.155203125
2,0.13184375
3,0.107875
4,0.087703125
5,0.06478125
6,0.048109375
7,0.03253125
8,0.022
9,0.01478125
10,0.00959375
11,0.006890625
12,0.003859375
13,0.003171875
14,0.00184375
15,0.00146875
