,BER
0,0.1848875
1,0.1652625
2,0.14445625
3,0.124625
4,0.1042
5,0.08483125
6,0.065925
7,0.0479875
8,0.032725
9,0.0224
10,0.01360625
11,0.00730625
12,0.0041625
13,0.00221875
14,0.0012125
15,0.00068125
