,BER
0,0.19259375
1,0.16578125
2,0.14434375
3,0.119953125
4,0.0971875
5,0.07346875
6,0.056953125
7,0.039515625
8,0.030125
9,0.02009375
10,0.01509375
11,0.01159375
12,0.007640625
13,0.005953125
14,0.00509375
15,0.003875
