,BER
0,0.18463125
1,0.16136250000000002
2,0.1419125
3,0.12055625
4,0.09989375
5,0.0800875
6,0.0602
7,0.0434
8,0.02865
9,0.018275
10,0.0103
11,0.00531875
12,0.0024375
13,0.0009375
14,0.0004125
15,0.00011875
16,5.625e-05
17,1.875e-05
18,6.25e-06
